status_account,month_duration,credit_history,status_savings,years_employment,payment_to_income_ratio,residence_since,age,other_installment_plans,housing,n_credits,job,n_guarantors,telephone,is_foreign_worker,target,sex,marital_status,age_group,loan_burden,risk_combo,financial_health,employment_stability,has_collateral,credit_amount_log,loan_to_income_proxy,purpose_risk,total_credit_exposure
no_checking,10,critical_other,very_low,Junior,1,3,23,none,rent,2,skilled,1,no,yes,1,female,divorced/separated/married,young,214.6,2,2.6,2.4000000000000004,0,7.671826797878781,214.6,medium_risk,2
no_checking,60,critical_other,unknown,Expert,2,4,63,bank,for free,1,management,1,yes,yes,1,male,single,adults,229.26666666666668,2,2.2,2.8,1,9.529303064460995,458.53333333333336,medium_risk,2
low_balance,60,all_paid_here,low,Expert,3,4,60,bank,for free,2,management,1,yes,yes,0,female,divorced/separated/married,adults,246.36666666666667,7,2.4,2.8,1,9.60123315090109,739.1,medium_risk,6
negative,48,all_paid_here,very_low,Senior,2,4,37,none,rent,1,skilled,1,no,yes,0,female,divorced/separated/married,adults,160.10416666666666,8,1.4,2.4000000000000004,1,8.94715577112479,320.2083333333333,high_risk,2
no_checking,18,delayed_past,very_low,unemployed,2,3,34,none,own,2,skilled,1,no,yes,1,male,married/widowed,mid_young,128.88888888888889,3,2.6,2.0999999999999996,0,7.749753406274437,257.77777777777777,low_risk,4
no_checking,7,delayed_past,unknown,Expert,3,4,36,none,for free,1,skilled,1,no,yes,1,male,single,adults,120.85714285714286,3,2.2,2.4000000000000004,1,6.741700694652055,362.57142857142856,low_risk,3
low_balance,36,current_paid,very_low,Expert,4,2,57,none,for free,1,management,1,yes,yes,0,male,single,adults,397.72222222222223,5,2.0,2.8,1,9.569342605674006,1590.888888888889,medium_risk,4
no_checking,6,critical_other,low,Mid-Level,4,4,52,none,own,2,unskilled,1,no,yes,1,female,divorced/separated/married,adults,60.333333333333336,2,3.0,1.6,1,5.8944028342648505,241.33333333333334,medium_risk,8
negative,20,current_paid,unknown,Senior,4,4,39,none,own,1,skilled,1,yes,yes,1,male,single,adults,110.6,6,1.0,2.4000000000000004,1,7.70210434005105,442.4,medium_risk,4
low_balance,18,current_paid,very_low,unemployed,3,4,38,none,for free,1,management,1,yes,yes,0,female,divorced/separated/married,adults,720.8888888888889,5,2.0,2.8,1,9.470933838737231,2162.666666666667,low_risk,3
no_checking,22,current_paid,unknown,Senior,4,4,25,none,rent,1,skilled,1,no,yes,1,female,divorced/separated/married,mid_young,58.31818181818182,3,2.2,2.4000000000000004,1,7.157735484249907,233.27272727272728,medium_risk,4
high_balance,12,current_paid,very_low,Junior,4,1,26,none,own,1,skilled,1,no,yes,1,male,single,mid_young,110.83333333333333,4,3.2,2.4000000000000004,0,7.193685818395112,443.3333333333333,medium_risk,4
no_checking,30,delayed_past,low,Mid-Level,2,2,26,none,own,2,unskilled,1,no,yes,1,male,single,mid_young,142.4,3,3.0,1.6,1,8.360071435644025,284.8,high_risk,4
no_checking,18,critical_other,very_low,Mid-Level,2,1,25,none,own,2,skilled,1,no,yes,1,female,divorced/separated/married,mid_young,124.33333333333333,2,2.6,2.4000000000000004,1,7.713784616598755,248.66666666666666,low_risk,4
no_checking,18,current_paid,unknown,Junior,4,2,21,none,rent,1,skilled,1,yes,yes,1,female,divorced/separated/married,young,62.55555555555556,3,2.2,2.4000000000000004,0,7.027314514039777,250.22222222222223,low_risk,4
low_balance,18,critical_other,very_low,unemployed,4,4,40,stores,own,2,management,1,yes,yes,1,male,single,adults,409.6666666666667,4,2.0,2.8,1,8.905851181208021,1638.6666666666667,medium_risk,8
low_balance,15,critical_other,medium,Mid-Level,2,4,27,bank,own,1,skilled,1,no,yes,1,male,single,mid_young,155.06666666666666,4,2.8,2.4000000000000004,1,7.752335163302292,310.1333333333333,high_risk,2
no_checking,9,current_paid,very_low,Senior,3,2,27,none,own,2,skilled,1,no,yes,1,female,divorced/separated/married,mid_young,161.0,3,2.6,2.4000000000000004,1,7.27931883541462,483.0,high_risk,6
no_checking,18,current_paid,very_low,Mid-Level,2,2,30,none,own,1,management,1,yes,yes,1,male,married/widowed,mid_young,101.11111111111111,3,2.6,2.8,1,7.507141079727608,202.22222222222223,medium_risk,2
low_balance,12,current_paid,high,Junior,1,4,19,none,rent,1,unskilled,1,no,yes,1,female,divorced/separated/married,young,81.91666666666667,5,3.2,1.6,0,6.891625897052253,81.91666666666667,medium_risk,1
negative,36,current_paid,very_low,Senior,2,4,39,bank,for free,1,management,2,yes,yes,1,male,single,adults,90.25,6,1.4,2.8,1,8.086410275323782,180.5,medium_risk,2
negative,6,critical_other,very_low,Senior,1,4,31,none,own,1,skilled,1,no,yes,1,female,divorced/separated/married,mid_young,326.1666666666667,5,1.4,2.4000000000000004,1,7.579678823090456,326.1666666666667,low_risk,1
no_checking,9,critical_other,very_low,unemployed,2,3,31,none,own,1,management,1,no,yes,1,male,single,mid_young,267.3333333333333,2,2.6,2.8,1,7.786136437783072,534.6666666666666,medium_risk,2
low_balance,39,delayed_past,low,Senior,2,3,32,none,rent,1,skilled,1,yes,yes,1,male,single,mid_young,301.53846153846155,5,2.4,2.4000000000000004,1,9.372544251851037,603.0769230769231,high_risk,2
negative,12,current_paid,very_low,unemployed,3,4,55,none,for free,1,management,1,no,yes,1,female,divorced/separated/married,adults,214.83333333333334,6,1.4,2.8,1,7.8551570058813445,644.5,medium_risk,3
negative,36,critical_other,very_low,Mid-Level,3,2,46,none,own,2,skilled,1,yes,yes,1,male,married/widowed,adults,65.22222222222223,5,1.4,2.4000000000000004,1,7.761744984658913,195.66666666666669,medium_risk,6
low_balance,12,current_paid,very_low,Expert,1,1,46,none,rent,2,skilled,1,no,yes,0,male,divorced/separated,adults,101.91666666666667,5,2.0,2.4000000000000004,0,7.1098794630722715,101.91666666666667,medium_risk,2
no_checking,24,critical_other,high,Mid-Level,4,1,43,none,own,2,unskilled,1,no,yes,1,female,divorced/separated/married,adults,63.166666666666664,2,3.8,1.6,0,7.324489979348532,252.66666666666666,low_risk,8
no_checking,18,current_paid,very_low,Junior,3,4,39,none,own,1,skilled,1,yes,yes,1,male,married/widowed,adults,81.83333333333333,3,2.6,2.4000000000000004,0,7.295735072749282,245.5,low_risk,3
low_balance,18,critical_other,unknown,Mid-Level,4,4,28,bank,own,2,skilled,1,no,yes,1,male,married/widowed,mid_young,104.83333333333333,4,1.6,2.4000000000000004,0,7.543273346705446,419.3333333333333,high_risk,8
no_checking,24,delayed_past,very_low,Junior,2,2,27,bank,own,2,skilled,1,yes,yes,0,male,single,mid_young,360.3333333333333,3,2.6,2.4000000000000004,1,9.065198986306513,720.6666666666666,high_risk,4
no_checking,14,delayed_past,very_low,Mid-Level,4,2,27,none,own,2,unskilled,1,no,yes,1,male,single,mid_young,57.285714285714285,3,2.6,1.6,1,6.688354713946762,229.14285714285714,medium_risk,8
low_balance,18,delayed_past,unknown,Expert,4,4,43,none,own,1,skilled,2,no,yes,1,male,single,adults,161.05555555555554,5,1.6,2.4000000000000004,1,7.9724660159745655,644.2222222222222,medium_risk,4
low_balance,24,current_paid,very_low,Junior,1,1,22,none,own,1,skilled,1,yes,yes,0,male,married/widowed,young,84.95833333333333,5,2.0,2.4000000000000004,1,7.620705086838262,84.95833333333333,low_risk,1
no_checking,24,critical_other,unknown,Senior,4,4,43,none,own,2,skilled,2,yes,yes,1,male,single,adults,91.54166666666667,2,2.2,2.4000000000000004,1,7.6953031349635665,366.1666666666667,low_risk,8
negative,15,current_paid,very_low,Junior,4,2,27,none,own,1,skilled,1,no,no,1,male,married/widowed,mid_young,70.2,6,1.4,2.4000000000000004,0,6.960347729101308,280.8,low_risk,4
no_checking,24,current_paid,medium,Expert,3,2,26,none,own,1,management,1,yes,yes,1,male,divorced/separated,mid_young,134.79166666666666,3,3.4,2.8,1,8.082093278178382,404.375,low_risk,3
high_balance,12,critical_other,medium,Senior,4,2,28,none,own,3,skilled,1,yes,yes,0,male,married/widowed,mid_young,78.25,3,4.0,2.4000000000000004,0,6.84587987526405,313.0,medium_risk,12
low_balance,24,current_paid,very_low,Expert,4,4,20,none,own,1,skilled,1,yes,yes,1,female,divorced/separated/married,young,81.95833333333333,5,2.0,2.4000000000000004,1,7.584773077612199,327.8333333333333,low_risk,4
no_checking,33,critical_other,very_low,Senior,3,2,35,none,own,2,management,1,yes,yes,1,male,single,adults,219.78787878787878,2,2.6,2.8,1,8.889308319842847,659.3636363636364,low_risk,6
no_checking,12,critical_other,very_low,unemployed,4,2,42,stores,own,2,management,1,yes,yes,0,male,single,adults,191.0,2,2.6,2.8,1,7.737616282857904,764.0,high_risk,8
no_checking,10,current_paid,medium,Mid-Level,3,2,40,none,rent,1,unskilled,2,no,no,1,male,single,adults,159.7,3,3.4,1.6,1,7.37650812632622,479.09999999999997,medium_risk,3
negative,24,current_paid,unknown,Mid-Level,4,2,35,none,own,1,skilled,1,no,yes,0,female,divorced/separated/married,adults,57.541666666666664,6,1.0,2.4000000000000004,1,7.231287004327616,230.16666666666666,medium_risk,4
no_checking,36,critical_other,very_low,Expert,2,2,35,none,own,2,skilled,2,yes,yes,1,male,single,adults,162.27777777777777,2,2.6,2.4000000000000004,1,8.672999642554437,324.55555555555554,low_risk,4
negative,12,current_paid,very_low,Junior,4,1,33,none,own,1,unskilled,2,no,yes,0,male,single,mid_young,214.91666666666666,6,1.4,1.6,0,7.855544677915663,859.6666666666666,medium_risk,4
negative,18,delayed_past,unknown,Mid-Level,1,2,23,none,rent,2,skilled,1,yes,yes,1,female,divorced/separated/married,young,470.6111111111111,6,1.0,2.4000000000000004,1,9.044521887281242,470.6111111111111,high_risk,2
no_checking,21,current_paid,medium,Senior,1,2,31,bank,own,1,management,1,no,yes,1,female,divorced/separated/married,mid_young,132.47619047619048,3,3.4,2.8,1,7.931284761525891,132.47619047619048,medium_risk,1
low_balance,18,current_paid,unknown,Mid-Level,4,2,33,none,own,1,skilled,1,no,yes,0,female,divorced/separated/married,mid_young,57.888888888888886,5,1.6,2.4000000000000004,1,6.949856455000773,231.55555555555554,medium_risk,4
no_checking,15,current_paid,high,Senior,2,3,20,none,rent,1,skilled,1,no,yes,1,female,divorced/separated/married,young,212.4,3,3.8,2.4000000000000004,1,8.066835314417336,424.8,medium_risk,2
low_balance,12,current_paid,unknown,Mid-Level,4,2,30,none,own,1,skilled,1,no,yes,1,male,single,mid_young,169.0,5,1.6,2.4000000000000004,1,7.615298339825815,676.0,low_risk,4
low_balance,12,critical_other,very_low,Senior,2,3,47,none,own,2,unskilled,2,no,yes,1,male,single,adults,79.83333333333333,4,2.0,1.6,0,6.8658910748834385,159.66666666666666,medium_risk,4
no_checking,21,delayed_past,low,Senior,4,3,34,none,own,2,management,1,no,yes,1,male,single,mid_young,75.76190476190476,3,3.0,2.8,0,7.3727463664043285,303.04761904761904,medium_risk,8
low_balance,12,current_paid,unknown,Expert,1,2,25,bank,own,1,skilled,1,yes,yes,0,female,divorced/separated/married,mid_young,230.16666666666666,5,1.6,2.4000000000000004,1,7.924072324923417,230.16666666666666,medium_risk,1
low_balance,18,current_paid,very_low,Mid-Level,1,3,21,none,rent,1,skilled,1,yes,yes,1,male,married/widowed,young,154.38888888888889,5,2.0,2.4000000000000004,1,7.930206206684683,154.38888888888889,low_risk,1
no_checking,28,critical_other,very_low,Expert,4,2,29,none,own,2,skilled,1,no,yes,1,male,single,mid_young,97.96428571428571,2,2.6,2.4000000000000004,1,7.917171988845776,391.85714285714283,low_risk,8
no_checking,18,critical_other,high,Mid-Level,4,3,46,none,own,2,skilled,1,no,yes,1,male,single,adults,63.833333333333336,2,3.8,2.4000000000000004,0,7.047517221357296,255.33333333333334,low_risk,8
no_checking,9,current_paid,very_low,Expert,1,4,20,none,own,1,skilled,1,no,yes,1,male,single,young,145.88888888888889,3,2.6,2.4000000000000004,1,7.1808311990445555,145.88888888888889,medium_risk,1
negative,18,critical_other,very_low,unemployed,2,4,55,none,for free,3,unemployed,2,no,yes,0,female,divorced/separated/married,adults,66.11111111111111,5,1.4,0.0,1,7.0825485693553,132.22222222222223,medium_risk,6
no_checking,5,current_paid,very_low,Senior,1,4,74,none,own,1,unskilled,1,no,yes,1,male,single,adults,689.6,3,2.6,1.6,0,8.145839612936841,689.6,high_risk,1
low_balance,24,current_paid,very_low,Mid-Level,2,3,29,bank,own,2,management,1,yes,yes,0,male,single,mid_young,472.0,5,2.0,2.8,1,9.335121088873489,944.0,medium_risk,4
negative,6,critical_other,very_low,unemployed,4,4,36,none,for free,3,management,1,yes,yes,1,male,single,adults,312.0,5,1.4,2.8,1,7.5352967024440884,1248.0,medium_risk,12
no_checking,24,critical_other,very_low,Mid-Level,4,2,33,none,own,2,skilled,1,yes,yes,1,male,divorced/separated,mid_young,85.75,2,2.6,2.4000000000000004,0,7.629975707027789,343.0,medium_risk,8
negative,9,current_paid,very_low,Mid-Level,3,2,25,none,own,1,skilled,1,no,yes,1,male,single,mid_young,237.33333333333334,6,1.4,2.4000000000000004,0,7.667158255319148,712.0,medium_risk,3
low_balance,12,current_paid,unknown,Mid-Level,2,1,25,none,own,1,skilled,1,yes,yes,0,male,married/widowed,mid_young,123.66666666666667,5,1.6,2.4000000000000004,0,7.3031700512368,247.33333333333334,low_risk,2
no_checking,6,current_paid,medium,Senior,2,4,23,none,rent,1,unskilled,1,no,yes,1,male,married/widowed,young,110.0,3,3.4,1.6,0,6.493753839851687,220.0,medium_risk,2
no_checking,24,critical_other,high,Expert,4,4,37,none,own,2,skilled,1,yes,yes,1,female,divorced/separated/married,adults,53.625,2,3.8,2.4000000000000004,0,7.160845906664299,214.5,medium_risk,8
negative,42,critical_other,very_low,unemployed,4,4,65,none,own,2,unemployed,1,no,yes,1,male,single,adults,80.80952380952381,5,1.4,0.0,1,8.130059039992796,323.23809523809524,medium_risk,8
high_balance,12,all_paid_here,very_low,Junior,4,1,26,none,own,1,unemployed,1,no,yes,0,female,divorced/separated/married,mid_young,50.75,6,3.2,1.2,0,6.413458957167357,203.0,high_risk,4
no_checking,12,current_paid,very_low,Expert,4,4,39,none,own,1,management,1,yes,yes,1,male,single,adults,157.0,3,2.6,2.8,1,7.541683099882111,628.0,medium_risk,4
negative,12,current_paid,very_low,Mid-Level,2,3,30,none,own,1,skilled,1,no,yes,1,female,divorced/separated/married,mid_young,135.0,6,1.4,2.4000000000000004,1,7.390798521735676,270.0,medium_risk,2
low_balance,20,delayed_past,very_low,Mid-Level,2,3,29,bank,own,2,skilled,1,yes,yes,1,male,single,mid_young,131.45,5,2.0,2.4000000000000004,1,7.874739125171811,262.9,medium_risk,4
no_checking,12,current_paid,very_low,Expert,4,4,41,bank,own,1,unskilled,2,no,yes,0,male,single,adults,59.916666666666664,3,2.6,1.6,1,6.579251212010101,239.66666666666666,high_risk,4
low_balance,48,critical_other,very_low,Mid-Level,2,3,30,none,own,1,management,1,yes,yes,0,female,divorced/separated/married,mid_young,106.16666666666667,4,2.0,2.8,1,8.536407410340042,212.33333333333334,medium_risk,2
no_checking,9,critical_other,unknown,Expert,4,4,41,none,rent,2,unskilled,1,no,yes,1,female,divorced/separated/married,adults,138.22222222222223,2,2.2,1.6,1,7.126890808898808,552.8888888888889,high_risk,8
negative,36,current_paid,very_low,Junior,4,4,34,none,own,1,skilled,1,yes,yes,0,female,divorced/separated/married,mid_young,51.166666666666664,6,1.4,2.4000000000000004,1,7.519149957669823,204.66666666666666,medium_risk,4
low_balance,7,current_paid,very_low,Mid-Level,2,2,35,none,own,1,skilled,1,no,yes,1,male,single,adults,368.0,5,2.0,2.4000000000000004,0,7.854381210652365,736.0,low_risk,2
high_balance,12,current_paid,unknown,Expert,3,4,55,none,own,1,management,1,yes,yes,1,female,divorced/separated/married,adults,118.66666666666667,4,2.8,2.8,0,7.261927092702751,356.0,medium_risk,3
low_balance,15,delayed_past,high,Mid-Level,3,3,61,stores,own,2,skilled,1,no,yes,0,male,married/widowed,adults,100.8,5,3.2,2.4000000000000004,1,7.321849713788356,302.4,medium_risk,6
no_checking,36,critical_other,unknown,Mid-Level,4,2,30,none,own,1,management,1,yes,yes,1,male,single,mid_young,307.05555555555554,2,2.2,2.8,1,9.310638093291546,1228.2222222222222,low_risk,4
no_checking,6,current_paid,very_low,Mid-Level,3,1,29,none,own,1,skilled,1,no,yes,1,female,divorced/separated/married,mid_young,86.33333333333333,3,2.6,2.4000000000000004,0,6.251903883165888,259.0,low_risk,3
no_checking,12,no_credits,very_low,Expert,2,4,34,none,own,2,skilled,1,no,yes,1,male,single,mid_young,229.91666666666666,6,2.6,2.4000000000000004,1,7.9229859587111955,459.8333333333333,medium_risk,4
no_checking,24,current_paid,very_low,Expert,4,4,35,none,own,1,management,1,yes,yes,1,male,single,adults,111.25,3,2.6,2.8,1,7.890208213109961,445.0,low_risk,4
negative,24,current_paid,very_low,Senior,2,3,31,none,own,1,skilled,1,yes,yes,0,male,single,mid_young,200.70833333333334,6,1.4,2.4000000000000004,1,8.480114183174816,401.4166666666667,medium_risk,2
no_checking,24,current_paid,very_low,Junior,4,1,29,none,own,1,management,1,yes,yes,1,female,divorced/separated/married,mid_young,111.625,3,2.6,2.8,1,7.893572073504902,446.5,low_risk,4
negative,11,critical_other,very_low,Mid-Level,2,2,36,none,rent,2,skilled,2,no,yes,1,male,single,adults,355.0,5,1.4,2.4000000000000004,0,8.270269111436624,710.0,medium_risk,4
negative,12,current_paid,very_low,Expert,3,4,35,none,for free,1,skilled,1,yes,yes,0,male,single,adults,282.1666666666667,6,1.4,2.4000000000000004,1,8.127699852817772,846.5,low_risk,3
negative,6,current_paid,very_low,Junior,4,1,27,none,own,1,skilled,1,no,yes,1,female,divorced/separated/married,mid_young,57.166666666666664,6,1.4,2.4000000000000004,0,5.840641657373398,228.66666666666666,medium_risk,4
no_checking,18,current_paid,very_low,Junior,3,2,32,none,own,1,skilled,1,yes,yes,1,male,single,mid_young,255.22222222222223,3,2.6,2.4000000000000004,1,8.432724034789787,765.6666666666667,low_risk,3
negative,36,current_paid,very_low,Mid-Level,1,2,37,none,own,1,skilled,2,no,yes,1,male,single,adults,100.55555555555556,6,1.4,2.4000000000000004,1,8.19450550976564,100.55555555555556,medium_risk,1
negative,15,current_paid,very_low,Junior,2,3,36,none,own,1,skilled,1,no,yes,1,male,single,adults,114.73333333333333,6,1.4,2.4000000000000004,0,7.451241684987676,229.46666666666667,medium_risk,2
low_balance,12,current_paid,very_low,Junior,3,1,34,none,rent,1,management,1,no,yes,1,female,divorced/separated/married,mid_young,251.41666666666666,5,2.0,2.8,0,8.012349639327795,754.25,medium_risk,3
low_balance,12,current_paid,unknown,Expert,4,4,38,none,own,2,skilled,1,no,yes,1,male,single,adults,62.833333333333336,5,1.6,2.4000000000000004,1,6.626717749249025,251.33333333333334,low_risk,8
no_checking,18,current_paid,very_low,Senior,4,1,34,stores,own,2,skilled,1,yes,yes,1,male,single,mid_young,108.33333333333333,3,2.6,2.4000000000000004,1,7.576097340623111,433.3333333333333,high_risk,8
negative,24,current_paid,very_low,Mid-Level,3,4,63,bank,own,1,skilled,2,yes,yes,1,male,single,adults,121.83333333333333,6,1.4,2.4000000000000004,1,7.981049759665957,365.5,low_risk,3
negative,24,delayed_past,very_low,Junior,4,2,29,none,rent,1,unskilled,1,yes,yes,0,female,divorced/separated/married,mid_young,69.125,6,1.4,1.6,1,7.414572881350589,276.5,low_risk,4
no_checking,48,delayed_past,unknown,Expert,3,3,32,bank,own,2,skilled,2,no,yes,1,male,single,mid_young,150.79166666666666,3,2.2,2.4000000000000004,1,8.88723835429314,452.375,low_risk,6
no_checking,33,delayed_past,very_low,Mid-Level,2,2,26,none,own,2,skilled,1,yes,yes,1,female,divorced/separated/married,mid_young,83.75757575757575,3,2.6,2.4000000000000004,1,7.9247959139564355,167.5151515151515,high_risk,4
